subject_id	subject_label	subject_category	subject_description	object_id	object_label	object_source	predicate_id	mapping_justification	confidence	comment
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBI:0001564	radioactivity detection assay measuring equilibrium dissociation constant [KD] to determine competitive binding of a purified-MHC:ligand complex approximated by IC50	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7372	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBI:0001989	radioactivity detection assay measuring equilibrium dissociation constant [KD] to determine competitive binding of a purified-MHC:ligand complex	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7324	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBI:0001544	radioactivity detection assay measuring equilibrium dissociation constant [KD] to determine competitive binding of a cell-lysate-MHC:ligand complex	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7312	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBI:0001549	radioactivity detection assay measuring equilibrium dissociation constant [KD] to determine competitive binding of a cell-bound-MHC:ligand complex	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7311	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBA:2053967	DFFA/SIRT2 protein level ratio in blood	OBA	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7299	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBI:0001516	radioactivity detection assay measuring half maximal effective concentration [EC50] to determine direct binding of a cell-lysate-MHC:ligand complex	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7292	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	HP:0007975	Hypometric horizontal saccades	HP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7255	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	BAO:0000169	dna content estimation	BAO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7240	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	SNOMED:84888000	Deoxyribonucleic acid hybridization assay (procedure)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7235	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBI:0001568	radioactivity detection assay measuring half maximal inhibitory concentration [IC50] to determine competitive binding of a purified-MHC:ligand complex	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7219	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBI:0001277	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-2 production by T cells	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7217	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBI:0001567	radioactivity detection assay measuring binding off rate [koff] to determine direct binding of a cell-lysate-MHC:ligand complex	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7216	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	HP:0003352	Endopolyploidy on chromosome studies of bone marrow	HP	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7215	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	EFO:0801533	DNA-(apurinic or apyrimidinic site) lyase measurement	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7214	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	SNOMED:117901005	Measurement of deoxyribonucleoprotein antibody (procedure)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7199	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBI:0001517	radioactivity detection assay measuring half maximal inhibitory concentration [IC50] to determine competitive binding of a cell-bound-MHC:ligand complex	OBI	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7197	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	OBA:2053634	DNAJA2/EIF4G1 protein level ratio in blood	OBA	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7193	
nmdc:dna_absorb2	dna_absorb2	slot	260/230 measurement of DNA sample purity	SNOMED:44242000	Deoxyribonucleic acid hybridization with autoradiography (procedure)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7192	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:118538004	Mass	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8226	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:442462005	Mass concentration or substance concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7797	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:442430007	Mass rate or substance rate (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7752	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:118545004	Mass ratio (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7621	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:118539007	Mass concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7618	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:118541008	Mass content (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7575	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:118540009	Mass concentration ratio (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7563	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:282264007	Mass per unit mass (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7548	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:289943001	Mass per unit molar quantity (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7547	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:118542001	Mass fraction (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7535	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:282398001	Mass per unit time per unit mass (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7531	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:118543006	Mass increment (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7513	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:118544000	Mass rate (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7488	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:414652004	Mass per unit volume per unit time (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7473	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:282401003	Mass per unit time per unit area (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7466	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:396176002	Mass per unit area (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7465	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:414651006	Mass per unit area per unit time (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7443	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:721733006	Difference in mass concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7325	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	SNOMED:300869001	Mass does not move with respiration (finding)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7301	
nmdc:mass	mass	slot	A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.	UO:1000164	mass volume percentage based unit	UO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7281	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:246480001	Substances used (attribute)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7583	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	EFO:0007056	clinical treatment	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7551	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	MONDO:0002009	major depressive disorder	MONDO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7547	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	EFO:0011049	drug misuse	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7546	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	EFO:0004329	alcohol drinking	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7540	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	NCIT:C79327	Drug Substance: Description of Manufacturing Process and Process Controls	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7512	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	EFO:0007010	drug use measurement	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7487	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	NCIT:C79330	Drug Substance: Process Validation and/or Evaluation	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7481	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:441900009	Chemical (substance)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7465	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	EFO:0005230	obsolete_anxiety	EFO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7461	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:118557008	Substance concentration ratio (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7449	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:118556004	Substance concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7407	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	NCIT:C83415	Substance Usage Dictionary Derived Substance Term	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7376	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:40823001	Drug of abuse, quantitative screen, includes amphetamines, barbiturates, benzodiazepines, cannabinoids, cocaine, methadone, methaqualone, opiates, phencyclidines and propoxyphene (procedure)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7374	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:106421003	Chemical processer AND/OR related worker	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7374	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:90668006	Enzyme	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7367	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:55284006	Chemical method (procedure)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7360	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	NCIT:C91243	Words or Percentages for Weather Forecast Question	NCIT	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7354	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:424407005	Substance use cessation education, guidance, and counseling (procedure)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7353	
nmdc:substances_used	substances_used	slot	The substances that are combined to enable a ChemicalConversionProcess.	SNOMED:68101005	Oxidoreductase	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7352	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:90668006	Enzyme	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8264	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:771387000	Effector	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8200	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:372604009	Anion exchange resin	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8177	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:68101005	Oxidoreductase	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8158	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:771388005	Molecular messenger	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8136	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:26160000	Isomerase	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8133	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:784019007	Oxidoreductase inhibitor	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8119	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:44121006	Substance with transferase mechanism of action (substance)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8110	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:407312007	Enzyme inhibitor	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8109	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:372627001	Chelating agent	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8079	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:129921004	Oxidase	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8078	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:130944003	Racemase	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8069	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:415742001	Substance with transferase inhibitor mechanism of action (substance)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8062	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:426228001	Renin inhibitor	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8057	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:130945002	Mutase	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8050	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:429602006	Chemokine receptor antagonist	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8046	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:129922006	Oxygenase	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8036	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:312412007	Substance categorized functionally (substance)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8024	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:115669006	Substance categorized by physical state (substance)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8022	
nmdc:substance_role	substance_role	slot	The role of a substance in a process	SNOMED:14815000	Phosphorylase	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8021	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	SNOMED:442462005	Mass concentration or substance concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8378	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	PBPKO:00616	concentration of compound in compartment	PBPKO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8280	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200001	concentration of dietary chemical component in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8180	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200179	concentration of vitamin (molecular entity) in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8165	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200136	concentration of mineral nutrient in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8163	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	ENVO:3100016	concentration of hydrogen peroxide in liquid water	ENVO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8152	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	SNOMED:118557008	Substance concentration ratio (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8117	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200568	concentration of hydrogen chloride in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8115	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	ENVO:09000026	concentration of liquid water in soil	ENVO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8097	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200610	concentration of sodium hydroxide in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8093	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200621	concentration of inorganic sulfate salt in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8086	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	SNOMED:118556004	Substance concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8086	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200002	concentration of water in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8080	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200625	concentration of copper(II) sulfate in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8077	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200646	concentration of inorganic fluoride salt in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8074	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200595	concentration of potassium sulfate in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8073	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	CDNO:0200643	concentration of inorganic copper salt in material entity	CDNO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8069	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	ENVO:09000007	concentration of carbon atom in environmental material	ENVO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8069	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	ENVO:09000009	concentration of carbon atom in water	ENVO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8065	
nmdc:concentration	concentration	slot	The concentration of a substance used in a process	ENVO:09000031	concentration of pesticide in surface water	ENVO	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.8065	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:442462005	Mass concentration or substance concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7555	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:118557008	Substance concentration ratio (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7534	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:118556004	Substance concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7321	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	PREFER:0000074	compound concentration variable	PREFER	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7315	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:721731008	Difference in substance concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7272	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:117297009	Measurement of ratio of analyte fraction to total of fractions of same analyte (procedure)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7260	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:443759003	Calculation of quantitative volume rate of glomerular filtration based on concentration of analyte in serum or plasma specimen (procedure)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7240	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	OBA:2053469	AXIN1/BANK1 protein level ratio in blood	OBA	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7233	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:118594004	Quantity concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7223	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:118540009	Mass concentration ratio (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7213	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:118561002	Substance concentration increment (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7212	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	OBA:2053372	CD79B/ICAM3 protein level ratio in blood	OBA	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7210	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:118554001	Relative substance concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7199	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	SNOMED:40823001	Drug of abuse, quantitative screen, includes amphetamines, barbiturates, benzodiazepines, cannabinoids, cocaine, methadone, methaqualone, opiates, phencyclidines and propoxyphene (procedure)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7198	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	OBA:2053242	BCR/ICA1 protein level ratio in blood	OBA	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7193	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	OBA:2053468	AXIN1/BACH1 protein level ratio in blood	OBA	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7192	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	OBA:2053481	AXIN1/MAP2K6 protein level ratio in blood	OBA	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7182	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	DRON:00079368	alanine 10.4 MG/ML / arginine 5.75 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 250 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 2 MG/ML / phenylalanine 2.8 MG/ML / proline 3.4 MG/ML / serine 2.5 MG/ML / sodium acetate trihydrate 3.4 MG/ML / sodium chloride 0.01 MEQ/ML / threonine 2.1 MG/ML / tryptophan 0.9 MG/ML / tyrosine 0.2 MG/ML / valine 2.9 MG/ML Injectable Solution [Clinimix E 5/25]	DRON	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7175	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	OBA:2053236	BCR/DAPP1 protein level ratio in blood	OBA	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7173	
nmdc:source_concentration	source_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in solution A	DRON:00057211	alanine 10.4 MG/ML / arginine 5.75 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 200 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 2 MG/ML / phenylalanine 2.8 MG/ML / proline 3.4 MG/ML / serine 2.5 MG/ML / sodium acetate trihydrate 3.4 MG/ML / sodium chloride 0.01 MEQ/ML / threonine 2.1 MG/ML / tryptophan 0.9 MG/ML / tyrosine 0.2 MG/ML / valine 2.9 MG/ML Injectable Solution	DRON	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7170	
nmdc:final_concentration	final_concentration	slot	When solutions A (containing substance X) and B are combined together, this slot captures the concentration of X in the combination	SNOMED:442462005	Mass concentration or substance concentration (property) (qualifier value)	SNOMED	skos:closeMatch	semapv:SemanticSimilarityThresholdMatching	0.7480	
